,time,appv,current,status,power
556,556,0.5945158603819135,0.0030781458062814028,+v,0.001830006502402367
557,557,0.6217167691655751,0.003063128410383033,+v,0.001904398298842623
558,558,0.6472135954999566,0.0030397151924272496,+v,0.0019673449989866826
559,559,0.6709364543563381,0.003007970326417034,+v,0.002018156945615322
560,560,0.6928203230275499,0.0029679808228235626,+v,0.002056277432408194
561,561,0.7128052193506935,0.0029198562900965507,+v,0.002081288803334774
562,562,0.7308363661140801,0.0028637286342351053,+v,0.002092917028581222
563,563,0.746864341197761,0.0027997516972425585,+v,0.002091034706878377
564,564,0.7608452130361226,0.002728100835456224,+v,0.0020756624613367147
565,565,0.7727406610312544,0.0026489724389078665,+v,0.0020469687134952387
566,566,0.7825180805870444,0.00256258339303228,+v,0.0020052678380598557
567,567,0.7901506724761093,0.0024691704841993747,+v,0.0019510167185482962
568,568,0.7956175162946186,0.002368989750699225,+v,0.0018848097415787254
569,569,0.7989036278036589,0.0022623157809588605,+v,0.0018073722846455014
570,570,0.8,0.0021494409609145327,+v,0.0017195527687316262
571,571,0.7989036278036594,0.0020306746726021477,+v,0.001622313362830864
572,572,0.7956175162946186,0.0019063424461626215,+v,0.0015167194422229127
573,573,0.7901506724761109,0.001776785067586411,+v,0.0014039279159989149
574,574,0.7825180805870442,0.0016423576446427494,+v,0.0012851745517233032
575,575,0.7727406610312557,0.0015034286335540183,+v,0.0011617604361058495
576,576,0.7608452130361223,0.001360378829082738,+v,0.0010350377200232864
577,577,0.7468643411977628,0.001213600320799739,+v,0.0009063948040714906
578,578,0.7308363661140822,0.0010634954183937394,+v,0.0007772411269578559
579,579,0.7128052193506957,0.0009104755489685821,+v,0.0006489917233959953
580,580,0.6928203230275525,0.0007549601293500819,+v,0.0005230517206892465
581,581,0.6709364543563408,0.000597375416493668,+v,0.00040080094386190393
582,582,0.6472135954999594,0.0004381533391436998,+v,0.00028357879800750707
583,583,0.6217167691655782,0.0002777303139468054,+v,0.00017266959348634958
584,584,0.5945158603819167,0.00011654604926417933,+v,6.928847475240683e-05
585,585,0.5656854249492392,-4.4957660038463457e-05,+v,-2.543189302358163e-05
586,586,0.5353044850870877,-0.0002063381435199084,+v,-0.00011045373367075016
587,587,0.503456312839871,-0.00036715306849235404,+v,-0.0001848455301110052
588,588,0.4702282018339794,-0.0005269616524245593,+v,-0.000247792230255063
589,589,0.4357112280120224,-0.000685325871096125,+v,-0.0002986041768837016
590,590,0.40000000000000546,-0.0008418116591913995,+v,-0.0003367246636765644
591,591,0.36319239979163775,-0.00099599010004251,+v,-0.0003617360346031526
592,592,0.32538931446064545,-0.001147438601259757,+v,-0.00037336425984959426
593,593,0.2866943596362401,-0.0012957420530285014,+v,-0.0003714819381467533
594,594,0.24721359549996302,-0.0014404939658957474,+v,-0.00035610969260508886
595,595,0.20705523608201606,-0.0015812975849300555,+v,-0.0003274159447636145
596,596,0.16632935265421223,-0.0017177669771986422,+v,-0.0002857150693282331
597,597,0.12514757203218366,-0.0018495280895833232,+v,-0.00023146394981667597
598,598,0.08362277061412715,-0.0019762197740334996,+v,-0.00016525697284710552
599,599,0.04186876499435355,-0.00209749477744848,+v,-8.781951591387429e-05
